"service_uploaded","device_urn","loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0"
"Jun 8, 2020 @ 16:50:15.000","note:dev:865284040102018","25.038","121.507",,,"0.23","0.4","0.4"
"Jun 8, 2020 @ 16:44:15.000","safecast:3714913954","52.395","4.875",,,3,4,4
"Jun 8, 2020 @ 16:43:54.000","note:dev:865284040083945","35.665","139.705",,,"15.13","20.98","22.58"
"Jun 8, 2020 @ 16:43:49.000","note:dev:865284040083945","35.665","139.705",,,"14.43","21.18","23.45"
"Jun 8, 2020 @ 16:43:37.000","note:dev:865284040097945","34.122","-118.261",,,0,0,"0.3"
"Jun 8, 2020 @ 16:43:31.000","note:dev:865284040097945","34.122","-118.261",,,"1.1","1.18","1.18"
"Jun 8, 2020 @ 16:43:26.000","note:dev:865284040097945","34.122","-118.261",,,0,0,"0.08"
"Jun 8, 2020 @ 16:41:24.000","note:dev:865284040125720","37.739","-122.503",,,"1.23","4.68","5.5"
"Jun 8, 2020 @ 16:41:19.000","note:dev:865284040125720","37.739","-122.503",,,"0.53","2.6","3.5"
"Jun 8, 2020 @ 16:40:12.000","safecast:678194983","46.555","15.636",,,2,3,4
"Jun 8, 2020 @ 16:39:12.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 16:39:07.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 16:29:08.000","note:dev:865284040125878","34.483","136.163",,,"22.1","33.9","39.25"
"Jun 8, 2020 @ 16:29:03.000","note:dev:865284040125878","34.483","136.163",,,"20.05","31.7","34.65"
"Jun 8, 2020 @ 16:28:02.000","note:dev:865284040097879","34.065","-118.286",,,0,0,"0.3"
"Jun 8, 2020 @ 16:27:57.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 8, 2020 @ 16:27:51.000","note:dev:865284040097879","34.065","-118.286",,,"2.08","3.95","6.13"
"Jun 8, 2020 @ 16:27:47.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 16:27:42.000","note:dev:865284040070785","34.122","-118.261",,,"8.75","10.3","10.3"
"Jun 8, 2020 @ 16:24:10.000","note:dev:865284040095295","42.565","-70.784",,,0,"0.38","0.38"
"Jun 8, 2020 @ 16:24:05.000","note:dev:865284040095295","42.565","-70.784",,,0,"0.45","0.45"
"Jun 8, 2020 @ 16:24:00.000","note:dev:865284040095295","42.565","-70.784",,,"0.08","0.6","0.6"
"Jun 8, 2020 @ 16:21:04.000","note:dev:864622040009397","42.565","-70.784",,,"0.08","0.78","1.75"
"Jun 8, 2020 @ 16:20:59.000","note:dev:864622040009397","42.565","-70.784",,,0,"0.9","0.9"
"Jun 8, 2020 @ 16:14:16.000","safecast:3714913954","52.395","4.875",,,6,7,7
"Jun 8, 2020 @ 16:12:23.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 16:10:12.000","safecast:678194983","46.555","15.636",,,3,4,4
"Jun 8, 2020 @ 15:44:15.000","safecast:3714913954","52.395","4.875",,,4,5,5
"Jun 8, 2020 @ 15:40:12.000","safecast:678194983","46.555","15.636",,,3,5,5
"Jun 8, 2020 @ 15:35:10.000","note:dev:864475040028176","30.522","-97.616",,,"5.2","6.28","6.28"
"Jun 8, 2020 @ 15:35:05.000","note:dev:864475040028176","30.522","-97.616",,,"4.18","5.33","5.33"
"Jun 8, 2020 @ 15:34:59.000","note:dev:864475040028176","30.522","-97.616",,,"3.8","4.3","4.83"
"Jun 8, 2020 @ 15:14:15.000","safecast:3714913954","52.395","4.875",,,5,6,6
"Jun 8, 2020 @ 15:10:59.000","safecast:678194983","46.555","15.636",,,3,4,4
"Jun 8, 2020 @ 15:00:53.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 15:00:48.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.28","0.8"
"Jun 8, 2020 @ 14:44:15.000","safecast:3714913954","52.395","4.875",,,5,6,6
"Jun 8, 2020 @ 14:43:40.000","note:dev:865284040095238","34.122","-118.262",,,0,"0.38","0.38"
"Jun 8, 2020 @ 14:43:35.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 14:43:29.000","note:dev:865284040083945","35.665","139.705",,,"14.18","19.58","20.95"
"Jun 8, 2020 @ 14:43:23.000","note:dev:865284040083945","35.665","139.705",,,"15.58","20.7","22.08"
"Jun 8, 2020 @ 14:41:20.000","note:dev:865284040125720","37.739","-122.503",,,"0.63","3.15","4.2"
"Jun 8, 2020 @ 14:41:14.000","note:dev:865284040125720","37.739","-122.503",,,3,"6.28","10.38"
"Jun 8, 2020 @ 14:40:13.000","safecast:678194983","46.555","15.636",,,2,3,3
"Jun 8, 2020 @ 14:29:30.000","note:dev:865284040125878","34.483","136.163",,,"17.7","29.5","32.13"
"Jun 8, 2020 @ 14:29:24.000","note:dev:865284040125878","34.483","136.163",,,"20.6","31.5","35.45"
"Jun 8, 2020 @ 14:28:13.000","note:dev:865284040070785","34.122","-118.261",,,0,0,"0.3"
"Jun 8, 2020 @ 14:28:07.000","note:dev:865284040070785","34.122","-118.261",,,0,"0.48","2.5"
"Jun 8, 2020 @ 14:14:11.000","safecast:3714913954","52.395","4.875",,,6,7,8
"Jun 8, 2020 @ 14:10:13.000","safecast:678194983","46.555","15.636",,,4,5,6
"Jun 8, 2020 @ 14:08:20.000","note:dev:865284040095295","42.565","-70.784",,,"0.3","0.3","0.53"
"Jun 8, 2020 @ 13:44:30.000","safecast:3714913954","52.395","4.875",,,6,8,8
"Jun 8, 2020 @ 13:40:13.000","safecast:678194983","46.555","15.636",,,4,5,5
"Jun 8, 2020 @ 13:24:09.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 8, 2020 @ 13:24:04.000","note:dev:865284040101085","34.172","-118.057",,,"2.35","3.95","5.03"
"Jun 8, 2020 @ 13:23:59.000","note:dev:865284040101085","34.172","-118.057",,,"0.45","1.3","3.58"
"Jun 8, 2020 @ 13:23:53.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 8, 2020 @ 13:23:48.000","note:dev:865284040101085","34.172","-118.057",,,0,"0.18","2.42"
"Jun 8, 2020 @ 13:23:43.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 8, 2020 @ 13:13:59.000","safecast:3714913954","52.395","4.875",,,7,9,9
"Jun 8, 2020 @ 13:01:41.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 13:01:35.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.48","0.7"
"Jun 8, 2020 @ 12:50:00.000","note:dev:865284040102018","25.038","121.507",,,0,0,0
"Jun 8, 2020 @ 12:49:55.000","note:dev:865284040102018","25.038","121.507",,,0,0,0
"Jun 8, 2020 @ 12:43:59.000","safecast:3714913954","52.395","4.875",,,9,11,11
"Jun 8, 2020 @ 12:43:32.000","note:dev:865284040083945","35.665","139.705",,,14,19,"22.83"
"Jun 8, 2020 @ 12:43:27.000","note:dev:865284040083945","35.665","139.705",,,"14.85","20.88","20.95"
"Jun 8, 2020 @ 12:40:24.000","note:dev:865284040125720","37.739","-122.503",,,1,"5.43","5.88"
"Jun 8, 2020 @ 12:40:19.000","note:dev:865284040125720","37.739","-122.503",,,"0.6","2.7","2.85"
"Jun 8, 2020 @ 12:40:13.000","safecast:678194983","46.555","15.636",,,1,2,2
"Jun 8, 2020 @ 12:34:25.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 12:34:20.000","note:dev:865284040095238","34.122","-118.262",,,0,0,"0.15"
"Jun 8, 2020 @ 12:29:31.000","note:dev:865284040125878","34.483","136.163",,,"20.05","31.5","34.55"
"Jun 8, 2020 @ 12:29:26.000","note:dev:865284040125878","34.483","136.163",,,"17.95","27.15","30.98"
"Jun 8, 2020 @ 12:28:01.000","note:dev:865284040097879","34.065","-118.286",,,"0.1","0.1","0.25"
"Jun 8, 2020 @ 12:27:56.000","note:dev:865284040097879","34.065","-118.286",,,"0.9","1.13","1.93"
"Jun 8, 2020 @ 12:27:13.000","note:dev:865284040070785","34.122","-118.261",,,"0.63","1.08","1.48"
"Jun 8, 2020 @ 12:27:07.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 12:23:54.000","note:dev:865284040095295","42.565","-70.784",,,"0.73","1.27","1.27"
"Jun 8, 2020 @ 12:23:49.000","note:dev:865284040095295","42.565","-70.784",,,"1.93","2.85","2.85"
"Jun 8, 2020 @ 12:21:35.000","note:dev:864622040009397","42.565","-70.784",,,"1.85","3.23","4.47"
"Jun 8, 2020 @ 12:21:29.000","note:dev:864622040009397","42.565","-70.784",,,"1.48","2.53","2.53"
"Jun 8, 2020 @ 12:14:03.000","safecast:3714913954","52.395","4.875",,,3,4,5
"Jun 8, 2020 @ 12:10:13.000","safecast:678194983","46.555","15.636",,,2,3,3
"Jun 8, 2020 @ 11:51:43.000","safecast:2670856639","34.452","-119.822","12.933","46.103",0,0,0
"Jun 8, 2020 @ 11:43:59.000","safecast:3714913954","52.395","4.875",,,4,5,6
"Jun 8, 2020 @ 11:40:13.000","safecast:678194983","46.555","15.636",,,2,2,2
"Jun 8, 2020 @ 11:26:48.000","safecast:2299238163","34.112","-118.255","18.288","22.776",0,0,0
"Jun 8, 2020 @ 11:14:01.000","safecast:3714913954","52.395","4.875",,,3,4,5
"Jun 8, 2020 @ 11:10:13.000","safecast:678194983","46.555","15.636",,,2,2,2
"Jun 8, 2020 @ 11:01:23.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 11:01:18.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 10:44:00.000","safecast:3714913954","52.395","4.875",,,2,2,2
"Jun 8, 2020 @ 10:43:50.000","note:dev:865284040083945","35.665","139.705",,,"8.82","13.25","14.15"
"Jun 8, 2020 @ 10:43:45.000","note:dev:865284040083945","35.665","139.705",,,"7.65","10.7","11.85"
"Jun 8, 2020 @ 10:40:54.000","note:dev:865284040125720","37.739","-122.503",,,"2.08","6.28","9.48"
"Jun 8, 2020 @ 10:40:49.000","note:dev:865284040125720","37.739","-122.503",,,3,"9.45","12.63"
"Jun 8, 2020 @ 10:40:13.000","safecast:678194983","46.555","15.636",,,1,2,2
"Jun 8, 2020 @ 10:37:26.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 10:29:03.000","note:dev:865284040125878","34.483","136.163",,,"16.08","24.03","24.78"
"Jun 8, 2020 @ 10:28:57.000","note:dev:865284040125878","34.483","136.163",,,"13.28","19.85","21.7"
"Jun 8, 2020 @ 10:27:50.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 8, 2020 @ 10:27:44.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 8, 2020 @ 10:27:28.000","note:dev:865284040070785","34.122","-118.261",,,"24.5","29.15","30.65"
"Jun 8, 2020 @ 10:27:23.000","note:dev:865284040070785","34.122","-118.261",,,"0.3","0.68","1.2"
"Jun 8, 2020 @ 10:23:18.000","note:dev:865284040095295","42.565","-70.784",,,"1.25","2.75","3.38"
"Jun 8, 2020 @ 10:23:13.000","note:dev:865284040095295","42.565","-70.784",,,"3.78",5,5
"Jun 8, 2020 @ 10:23:07.000","note:dev:865284040095295","42.565","-70.784",,,"1.95","3.03","3.03"
"Jun 8, 2020 @ 10:14:10.000","safecast:3714913954","52.395","4.875",,,3,3,3
"Jun 8, 2020 @ 10:10:13.000","safecast:678194983","46.555","15.636",,,2,2,3
"Jun 8, 2020 @ 09:44:10.000","safecast:3714913954","52.395","4.875",,,3,4,4
"Jun 8, 2020 @ 09:40:13.000","safecast:678194983","46.555","15.636",,,1,1,1
"Jun 8, 2020 @ 09:14:02.000","safecast:3714913954","52.395","4.875",,,6,7,7
"Jun 8, 2020 @ 09:10:13.000","safecast:678194983","46.555","15.636",,,1,1,1
"Jun 8, 2020 @ 09:00:45.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 09:00:39.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 08:49:53.000","note:dev:865284040102018","25.038","121.507",,,0,0,0
"Jun 8, 2020 @ 08:49:48.000","note:dev:865284040102018","25.038","121.507",,,0,"0.33","0.33"
"Jun 8, 2020 @ 08:44:02.000","safecast:3714913954","52.395","4.875",,,3,3,3
"Jun 8, 2020 @ 08:43:48.000","note:dev:865284040083945","35.665","139.705",,,"6.9","10.53","10.78"
"Jun 8, 2020 @ 08:43:42.000","note:dev:865284040083945","35.665","139.705",,,"10.07","14.3","15.58"
"Jun 8, 2020 @ 08:41:24.000","note:dev:865284040125720","37.739","-122.503",,,"2.17","6.93","9.18"
"Jun 8, 2020 @ 08:41:19.000","note:dev:865284040125720","37.739","-122.503",,,3,"8.38","13.8"
"Jun 8, 2020 @ 08:40:13.000","safecast:678194983","46.555","15.636",,,0,1,1
"Jun 8, 2020 @ 08:34:44.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 08:34:38.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 08:34:33.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 08:34:17.000","safecast:3768313999","33.403","-117.595",,,0,1,2
"Jun 8, 2020 @ 08:29:22.000","note:dev:865284040125878","34.483","136.163",,,"12.68","18.1","18.63"
"Jun 8, 2020 @ 08:29:16.000","note:dev:865284040125878","34.483","136.163",,,"13.13","16.18","16.18"
"Jun 8, 2020 @ 08:27:51.000","note:dev:865284040097879","34.065","-118.286",,,0,0,"0.18"
"Jun 8, 2020 @ 08:27:48.000","note:dev:865284040070785","34.122","-118.261",,,"3.5","3.95","4.18"
"Jun 8, 2020 @ 08:27:45.000","note:dev:865284040097879","34.065","-118.286",,,"0.03","0.05","1.23"
"Jun 8, 2020 @ 08:27:43.000","note:dev:865284040070785","34.122","-118.261",,,0,"0.08","0.25"
"Jun 8, 2020 @ 08:21:13.000","note:dev:864622040009397","42.565","-70.784",,,"2.85","4.7","6.08"
"Jun 8, 2020 @ 08:21:08.000","note:dev:864622040009397","42.565","-70.784",,,"3.15","5.48","6.3"
"Jun 8, 2020 @ 08:13:58.000","safecast:3714913954","52.395","4.875",,,2,3,3
"Jun 8, 2020 @ 08:10:13.000","safecast:678194983","46.555","15.636",,,0,1,1
"Jun 8, 2020 @ 08:07:24.000","note:dev:865284040095295","42.565","-70.784",,,"2.28","3.3","4.05"
"Jun 8, 2020 @ 07:44:10.000","safecast:3714913954","52.395","4.875",,,3,4,4
"Jun 8, 2020 @ 07:40:13.000","safecast:678194983","46.555","15.636",,,0,0,1
"Jun 8, 2020 @ 07:14:02.000","safecast:3714913954","52.395","4.875",,,3,4,4
"Jun 8, 2020 @ 07:10:13.000","safecast:678194983","46.555","15.636",,,0,0,0
"Jun 8, 2020 @ 07:05:25.000","safecast:4267748403","34.122","-118.261","18.795","20.431",0,0,0
"Jun 8, 2020 @ 07:01:13.000","note:dev:865284040097945","34.122","-118.261",,,0,0,"0.18"
"Jun 8, 2020 @ 07:01:08.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 06:44:03.000","note:dev:865284040083945","35.665","139.705",,,"11.5","15.58","17.6"
"Jun 8, 2020 @ 06:43:58.000","note:dev:865284040083945","35.665","139.705",,,"18.23","25.73","27.28"
"Jun 8, 2020 @ 06:43:58.000","safecast:3714913954","52.395","4.875",,,8,11,12
"Jun 8, 2020 @ 06:43:52.000","note:dev:865284040083945","35.665","139.705",,,"17.8","23.28","23.53"
"Jun 8, 2020 @ 06:43:47.000","note:dev:865284040083945","35.665","139.705",,,"19.93","27.15","29.68"
"Jun 8, 2020 @ 06:40:21.000","note:dev:865284040125720","37.739","-122.503",,,"3.63","9.95","12.25"
"Jun 8, 2020 @ 06:40:16.000","note:dev:865284040125720","37.739","-122.503",,,"2.55","7.18","9.07"
"Jun 8, 2020 @ 06:40:13.000","safecast:678194983","46.555","15.636",,,1,1,1
"Jun 8, 2020 @ 06:38:29.000","safecast:4249659165","34.132","-118.842","11.113","68.173",1,1,2
"Jun 8, 2020 @ 06:37:03.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 06:29:05.000","note:dev:865284040125878","34.483","136.163",,,"11.13","13.4","13.95"
"Jun 8, 2020 @ 06:29:00.000","note:dev:865284040125878","34.483","136.163",,,"12.53","15.98","15.98"
"Jun 8, 2020 @ 06:27:49.000","note:dev:865284040097879","34.065","-118.286",,,0,0,"0.83"
"Jun 8, 2020 @ 06:27:44.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 8, 2020 @ 06:27:28.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 06:27:22.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 06:24:47.000","note:dev:865284040095295","42.565","-70.784",,,"4.25","5.58","5.58"
"Jun 8, 2020 @ 06:24:42.000","note:dev:865284040095295","42.565","-70.784",,,"2.38","3.45","3.45"
"Jun 8, 2020 @ 06:24:37.000","note:dev:865284040095295","42.565","-70.784",,,"2.63","3.4","3.4"
"Jun 8, 2020 @ 06:14:02.000","safecast:3714913954","52.395","4.875",,,11,15,16
"Jun 8, 2020 @ 06:10:13.000","safecast:678194983","46.555","15.636",,,0,0,0
"Jun 8, 2020 @ 06:04:57.000","safecast:1045649384","37.739","-122.503","13.623","80.098",4,6,8
"Jun 8, 2020 @ 06:01:44.000","note:dev:864622040009397","42.565","-70.784",,,3,"4.85","5.03"
"Jun 8, 2020 @ 06:01:39.000","note:dev:864622040009397","42.565","-70.784",,,"3.15","5.58","6.4"
"Jun 8, 2020 @ 05:43:58.000","safecast:3714913954","52.395","4.875",,,9,14,15
"Jun 8, 2020 @ 05:40:13.000","safecast:678194983","46.555","15.636",,,0,0,0
"Jun 8, 2020 @ 05:13:59.000","safecast:3714913954","52.395","4.875",,,9,12,14
"Jun 8, 2020 @ 05:10:13.000","safecast:678194983","46.555","15.636",,,1,1,1
"Jun 8, 2020 @ 05:01:04.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 05:00:59.000","note:dev:865284040097945","34.122","-118.261",,,0,0,"0.15"
"Jun 8, 2020 @ 04:50:03.000","note:dev:865284040102018","25.038","121.507",,,0,0,0
"Jun 8, 2020 @ 04:49:57.000","note:dev:865284040102018","25.038","121.507",,,0,"0.13","0.13"
"Jun 8, 2020 @ 04:44:07.000","safecast:3714913954","52.395","4.875",,,7,10,11
"Jun 8, 2020 @ 04:40:13.000","safecast:678194983","46.555","15.636",,,0,0,0
"Jun 8, 2020 @ 04:39:55.000","note:dev:865284040125720","37.739","-122.503",,,"3.08","9.57","12.2"
"Jun 8, 2020 @ 04:36:41.000","safecast:1238569003","37.523","139.939","52.426","-32.669",0,0,0
"Jun 8, 2020 @ 04:34:31.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 04:34:25.000","note:dev:865284040095238","34.122","-118.262",,,"1.3","4.1","4.53"
"Jun 8, 2020 @ 04:34:20.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 8, 2020 @ 04:28:57.000","note:dev:865284040125878","34.483","136.163",,,"4.25","4.93","4.93"
"Jun 8, 2020 @ 04:28:52.000","note:dev:865284040125878","34.483","136.163",,,"2.85","3.33","3.33"
"Jun 8, 2020 @ 04:27:53.000","note:dev:865284040070785","34.122","-118.261",,,0,"0.1","0.1"
"Jun 8, 2020 @ 04:27:48.000","note:dev:865284040070785","34.122","-118.261",,,"0.08","1.18","3.18"
"Jun 8, 2020 @ 04:27:36.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 8, 2020 @ 04:27:30.000","note:dev:865284040097879","34.065","-118.286",,,"1.43","7.05","9.5"
"Jun 8, 2020 @ 04:26:06.000","note:dev:865284040083945","35.665","139.705",,,"22.78","29.33","32.4"
"Jun 8, 2020 @ 04:26:00.000","note:dev:865284040083945","35.665","139.705",,,"19.7","25.7",28
"Jun 8, 2020 @ 04:25:55.000","note:dev:865284040083945","35.665","139.705",,,"16.73","21.03","21.63"
"Jun 8, 2020 @ 04:25:50.000","note:dev:865284040083945","35.665","139.705",,,"20.93","27.55","31.1"
"Jun 8, 2020 @ 04:16:53.000","safecast:1875225345","37.358","140.368","39.881","-16.48",0,0,0
"Jun 8, 2020 @ 04:13:57.000","safecast:3714913954","52.395","4.875",,,7,12,13
"Jun 8, 2020 @ 04:10:13.000","safecast:678194983","46.555","15.636",,,0,0,0
"Jun 8, 2020 @ 04:08:38.000","note:dev:865284040095295","42.565","-70.784",,,"4.47","6.03","6.4"
"Jun 8, 2020 @ 03:43:58.000","safecast:3714913954","52.395","4.875",,,5,7,8
"Jun 8, 2020 @ 03:40:13.000","safecast:678194983","46.555","15.636",,,0,0,0
"Jun 8, 2020 @ 03:26:30.000","note:dev:865284040083945","35.665","139.705",,,"16.25","20.65","21.35"
"Jun 8, 2020 @ 03:26:25.000","note:dev:865284040083945","35.665","139.705",,,"13.15","16.33","16.55"
"Jun 8, 2020 @ 03:26:20.000","note:dev:865284040083945","35.665","139.705",,,"16.23","18.68","19.52"
"Jun 8, 2020 @ 03:26:15.000","note:dev:865284040083945","35.665","139.705",,,"14.78",17,"17.3"
"Jun 8, 2020 @ 03:13:59.000","safecast:3714913954","52.395","4.875",,,5,6,6
"Jun 8, 2020 @ 03:00:06.000","note:dev:865284040097945","34.122","-118.261",,,"1.23","3.48","4.18"
"Jun 8, 2020 @ 03:00:01.000","note:dev:865284040097945","34.122","-118.261",,,"0.08","1.75","2.75"
"Jun 8, 2020 @ 02:44:03.000","safecast:3714913954","52.395","4.875",,,13,17,17
"Jun 8, 2020 @ 02:43:00.000","safecast:678194983","46.555","15.635",,,1,1,1
"Jun 8, 2020 @ 02:40:25.000","note:dev:865284040101085","34.172","-118.057",,,2,"2.75","3.78"
"Jun 8, 2020 @ 02:38:35.000","note:dev:865284040125720","37.739","-122.503",,,"1.18","5.88","9.05"
"Jun 8, 2020 @ 02:38:30.000","note:dev:865284040125720","37.739","-122.503",,,"0.55","3.15","6.03"
"Jun 8, 2020 @ 02:37:05.000","note:dev:865284040095238","34.122","-118.262",,,"0.35","1.65","2.42"
"Jun 8, 2020 @ 02:37:00.000","note:dev:865284040095238","34.122","-118.262",,,"0.57","1.58","1.58"
"Jun 8, 2020 @ 02:30:18.000","note:dev:865284040097879","34.065","-118.286",,,"0.08","3.08","5.2"
"Jun 8, 2020 @ 02:30:12.000","note:dev:865284040097879","34.065","-118.286",,,"0.08","2.25","3.73"
"Jun 8, 2020 @ 02:29:18.000","note:dev:865284040125878","34.483","136.163",,,"3.15","3.6","3.6"
"Jun 8, 2020 @ 02:29:13.000","note:dev:865284040125878","34.483","136.163",,,"2.98","3.08","3.08"
"Jun 8, 2020 @ 02:28:06.000","note:dev:865284040070785","34.122","-118.261",,,"2.03","2.65","3.65"
"Jun 8, 2020 @ 02:28:00.000","note:dev:865284040070785","34.122","-118.261",,,"0.2","0.35","0.75"
"Jun 8, 2020 @ 02:26:05.000","note:dev:865284040083945","35.665","139.705",,,"10.85","12.85","13.18"
"Jun 8, 2020 @ 02:26:00.000","note:dev:865284040083945","35.665","139.705",,,"14.33","18.23","18.23"
"Jun 8, 2020 @ 02:25:55.000","note:dev:865284040083945","35.665","139.705",,,"11.53",13,13
"Jun 8, 2020 @ 02:25:49.000","note:dev:865284040083945","35.665","139.705",,,"13.33","17.15","17.93"
"Jun 8, 2020 @ 02:24:01.000","note:dev:865284040095295","42.565","-70.784",,,"3.7","4.33","4.4"
"Jun 8, 2020 @ 02:23:55.000","note:dev:865284040095295","42.565","-70.784",,,"4.55","5.33","5.4"
"Jun 8, 2020 @ 02:14:21.000","safecast:3714913954","52.395","4.875",,,12,14,14
"Jun 8, 2020 @ 02:13:00.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 8, 2020 @ 01:44:02.000","safecast:3714913954","52.395","4.875",,,20,25,26
"Jun 8, 2020 @ 01:43:00.000","safecast:678194983","46.555","15.635",,,2,2,2
"Jun 8, 2020 @ 01:40:23.000","safecast:479911182","34.483","136.163","43.856","-22.217",4,5,5
"Jun 8, 2020 @ 01:26:40.000","note:dev:865284040083945","35.665","139.705",,,"9.9","12.65","12.65"
"Jun 8, 2020 @ 01:26:35.000","note:dev:865284040083945","35.665","139.705",,,"10.9","12.3","12.58"
"Jun 8, 2020 @ 01:26:30.000","note:dev:865284040083945","35.665","139.705",,,"8.43","12.13","13.65"
"Jun 8, 2020 @ 01:13:58.000","safecast:3714913954","52.395","4.875",,,16,20,21
"Jun 8, 2020 @ 01:13:00.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 8, 2020 @ 01:01:22.000","note:dev:865284040097945","34.122","-118.261",,,"0.08","0.83","1.3"
"Jun 8, 2020 @ 01:01:17.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.15","0.15"
"Jun 8, 2020 @ 01:01:12.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.55","1.83"
"Jun 8, 2020 @ 01:01:07.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 8, 2020 @ 00:49:56.000","note:dev:865284040102018","25.038","121.507",,,0,"0.08","0.93"
"Jun 8, 2020 @ 00:49:51.000","note:dev:865284040102018","25.038","121.507",,,"0.08","0.13","0.13"
"Jun 8, 2020 @ 00:43:59.000","safecast:3714913954","52.395","4.875",,,6,8,9
"Jun 8, 2020 @ 00:43:10.000","note:dev:865284040083945","35.665","139.705",,,"10.05","14.13","15.18"
"Jun 8, 2020 @ 00:43:04.000","note:dev:865284040083945","35.665","139.705",,,"12.2","18.58","20.85"
"Jun 8, 2020 @ 00:43:00.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 8, 2020 @ 00:40:58.000","note:dev:865284040095238","34.122","-118.262",,,"0.08",1,1
"Jun 8, 2020 @ 00:40:53.000","note:dev:865284040095238","34.122","-118.262",,,0,"1.88","2.28"
"Jun 8, 2020 @ 00:38:33.000","note:dev:865284040125720","37.739","-122.503",,,0,"2.28","3.15"
"Jun 8, 2020 @ 00:38:28.000","note:dev:865284040125720","37.739","-122.503",,,0,"2.85","4.28"
"Jun 8, 2020 @ 00:30:40.000","note:dev:865284040097879","34.065","-118.286",,,0,"1.1","2.1"
"Jun 8, 2020 @ 00:30:35.000","note:dev:865284040097879","34.065","-118.286",,,0,1,"1.18"
"Jun 8, 2020 @ 00:27:48.000","note:dev:865284040070785","34.122","-118.261",,,"0.53","0.78","1.98"
"Jun 8, 2020 @ 00:27:43.000","note:dev:865284040070785","34.122","-118.261",,,"1.65","2.33","2.33"
"Jun 8, 2020 @ 00:22:39.000","note:dev:865284040095295","42.565","-70.784",,,"1.05","1.98","2.3"
"Jun 8, 2020 @ 00:22:34.000","note:dev:865284040095295","42.565","-70.784",,,"0.28","1.27","2.38"
"Jun 8, 2020 @ 00:21:22.000","note:dev:864622040009397","42.565","-70.784",,,"1.6","3.98","4.22"
"Jun 8, 2020 @ 00:21:17.000","note:dev:864622040009397","42.565","-70.784",,,"1.48","2.73","3.5"
"Jun 8, 2020 @ 00:13:59.000","safecast:3714913954","52.395","4.875",,,1,3,4
"Jun 8, 2020 @ 00:13:00.000","safecast:678194983","46.555","15.635",,,4,5,6
"Jun 7, 2020 @ 23:55:25.000","note:dev:865284040125878","34.483","136.163",,,"0.3","0.85","0.85"
